Name,Position,College,Round,Pick,Stat URL,Height,Weight,40 Yard Dash,Bench Press,Vertical Jump,Broad Jump,3 Cone Drill,Shuttle,conf_abbr,games,seasons,tackles_solo,tackles_assists,tackles_total,tackles_loss,sacks,def_int,def_int_yds,def_int_td,pass_defended,fumbles_rec,fumbles_rec_yds,fumbles_rec_td,fumbles_forced,pass_cmp,pass_att,pass_cmp_pct,pass_yds,pass_td,pass_int,pass_rating,rec,rec_yds,rec_yds_per_rec,rec_td,rush_att,rush_yds,rush_yds_per_att,rush_td,scrim_att,scrim_yds,scrim_yds_per_att,scrim_td,punt_ret,punt_ret_yds,punt_ret_yds_per_ret,punt_ret_td,kick_ret,kick_ret_yds,kick_ret_yds_per_ret,kick_ret_tdxpm,xpa,xp_pct,fgm,fga,fg_pct,kick_points,punt,punt_yds,punt_yds_per_punt,Year
Danny Gray,WR,SMU,3,105,https://www.sports-reference.com/cfb/players/danny-gray-1.html,72,186,4.33,,34.0,126.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2022
Vincent Gray,CB,Michigan,0,0,https://www.sports-reference.com/cfb/players/vincent-gray-1.html,74,192,4.54,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2022
Kenyon Green,OG,Texas A&M,1,15,https://www.sports-reference.com/cfb/players/kenyon-green-1.html,76,323,5.24,20.0,26.0,102.0,,5.12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2022
Jeffrey Gunter,EDGE,Coastal Carolina,7,252,https://www.sports-reference.com/cfb/players/jeffrey-gunter-1.html,76,258,4.7,,35.5,122.0,7.21,4.35,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2022
Breece Hall,RB,Iowa St.,2,36,https://www.sports-reference.com/cfb/players/breece-hall-1.html,71,217,4.39,,40.0,126.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2022
Jeremiah Hall,TE,Oklahoma,0,0,https://www.sports-reference.com/cfb/players/jeremiah-hall-1.html,74,239,4.96,19.0,29.0,111.0,7.43,4.62,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2022
Logan Hall,DE,Houston,2,33,https://www.sports-reference.com/cfb/players/logan-hall-3.html,78,283,4.88,,30.0,,7.25,4.44,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2022
Kyle Hamilton,S,Notre Dame,1,14,https://www.sports-reference.com/cfb/players/kyle-hamilton-1.html,76,220,4.59,,38.0,131.0,6.9,4.32,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2022
Jake Hansen,LB,Illinois,0,0,https://www.sports-reference.com/cfb/players/jake-hansen-1.html,73,238,,21.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2022
Aaron Hansford,LB,Texas A&M,0,0,https://www.sports-reference.com/cfb/players/aaron-hansford-1.html,74,239,,24.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2022
Christian Harris,LB,Alabama,3,75,https://www.sports-reference.com/cfb/players/christian-harris-3.html,73,226,4.44,,34.5,132.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2022
Kevin Harris,RB,South Carolina,6,183,https://www.sports-reference.com/cfb/players/kevin-harris-5.html,70,221,,21.0,38.5,126.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2022
Kolby Harvell-Peel,S,Oklahoma St.,0,0,https://www.sports-reference.com/cfb/players/kolby-harvell-peel-1.html,72,213,,21.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2022
Hassan Haskins,RB,Michigan,4,131,https://www.sports-reference.com/cfb/players/hassan-haskins-1.html,74,228,,27.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2022
Blake Hayes,P,Illinois,0,0,https://www.sports-reference.com/cfb/players/blake-hayes-1.html,76,226,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2022
Marquis Hayes,OG,Oklahoma,7,257,https://www.sports-reference.com/cfb/players/marquis-hayes-1.html,77,318,5.3,,23.5,102.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2022
Peyton Hendershot,TE,Indiana,0,0,https://www.sports-reference.com/cfb/players/peyton-hendershot-1.html,76,250,4.8,,32.5,117.0,,4.25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2022
Connor Heyward,TE,Michigan St.,6,208,https://www.sports-reference.com/cfb/players/connor-heyward-1.html,71,233,4.72,,32.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2022
Daxton Hill,S,Michigan,1,31,https://www.sports-reference.com/cfb/players/daxton-hill-1.html,72,191,4.38,,33.5,121.0,6.57,4.06,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2022
Chasen Hines,C,LSU,6,210,https://www.sports-reference.com/cfb/players/chasen-hines-1.html,75,327,5.22,,30.5,108.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2022
Christopher Hinton,DT,Michigan,0,0,https://www.sports-reference.com/cfb/players/christopher-hinton-1.html,76,305,5.28,,31.5,106.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2022
Curtis Hodges,TE,Arizona St.,0,0,https://www.sports-reference.com/cfb/players/curtis-hodges-1.html,80,257,4.85,,34.5,117.0,7.14,4.28,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2022
Sam Howell,QB,North Carolina,5,144,https://www.sports-reference.com/cfb/players/sam-howell-1.html,73,218,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2022
Aidan Hutchinson,DE,Michigan,1,2,https://www.sports-reference.com/cfb/players/aidan-hutchinson-1.html,79,260,4.74,,36.0,117.0,6.73,4.15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2022
Jermaine Johnson II,DE,Florida St.,1,26,https://www.sports-reference.com/cfb/players/jermaine-johnson-3.html,77,254,4.58,,32.0,125.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2022
Johnny Johnson III,WR,Oregon,0,0,https://www.sports-reference.com/cfb/players/johnny-johnson-iii-1.html,72,197,4.6,,32.0,121.0,7.21,4.54,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2022
Verone McKinley III,S,Oregon,0,0,https://www.sports-reference.com/cfb/players/verone-mckinley-iii-1.html,70,198,,16.0,35.0,120.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2022
Ed Ingram,OG,LSU,2,59,https://www.sports-reference.com/cfb/players/ed-ingram-1.html,75,307,5.02,,20.5,102.0,7.81,4.76,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2022
Keaontay Ingram,RB,USC,6,201,https://www.sports-reference.com/cfb/players/keaontay-ingram-1.html,72,221,4.53,,34.5,122.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2022
D'Marco Jackson,LB,Appalachian St.,5,161,https://www.sports-reference.com/cfb/players/dmarco-jackson-1.html,73,233,4.55,,33.0,125.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2022
Drake Jackson,EDGE,USC,2,61,https://www.sports-reference.com/cfb/players/drake-jackson-2.html,75,254,,,36.5,127.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2022
Jordan Jackson,DT,Air Force,6,194,https://www.sports-reference.com/cfb/players/jordan-jackson-5.html,77,294,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2022
Joshua Jobe,CB,Alabama,0,0,https://www.sports-reference.com/cfb/players/josh-jobe-1.html,72,182,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2022
Josh Johnson,WR,Tulsa,0,0,https://www.sports-reference.com/cfb/players/josh-johnson-9.html,71,183,,14.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2022
Tyree Johnson,EDGE,Texas A&M,0,0,https://www.sports-reference.com/cfb/players/tyree-johnson-2.html,75,248,,21.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2022
Zion Johnson,OG,Boston Col.,1,17,https://www.sports-reference.com/cfb/players/zion-johnson-1.html,75,312,5.18,32.0,32.0,112.0,7.38,4.46,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2022
Jack Jones,CB,Arizona St.,4,121,https://www.sports-reference.com/cfb/players/jack-jones-5.html,71,171,4.51,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2022
Marcus Jones,CB,Houston,3,85,https://www.sports-reference.com/cfb/players/marcus-jones-11.html,68,174,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2022
Travis Jones,DT,Connecticut,3,76,https://www.sports-reference.com/cfb/players/travis-jones-5.html,76,325,4.92,,28.5,110.0,7.33,4.58,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2022
Velus Jones,WR,Tennessee,3,71,https://www.sports-reference.com/cfb/players/velus-jones-jr-1.html,72,204,4.31,,33.0,121.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2022
Kerby Joseph,S,Illinois,3,97,https://www.sports-reference.com/cfb/players/kerby-joseph-1.html,73,203,,18.0,38.5,123.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2022
Kevin Austin Jr.,WR,Notre Dame,0,0,https://www.sports-reference.com/cfb/players/kevin-austin-2.html,74,200,4.43,,39.0,132.0,6.71,4.15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2022
Reggie Roberson Jr.,WR,SMU,0,0,https://www.sports-reference.com/cfb/players/reggie-roberson-jr-1.html,71,192,,,29.0,114.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2022
Cameron Jurgens,C,Nebraska,2,51,https://www.sports-reference.com/cfb/players/cameron-jurgens-1.html,75,303,4.92,25.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2022
George Karlaftis,EDGE,Purdue,1,30,https://www.sports-reference.com/cfb/players/george-karlaftis-1.html,76,266,,21.0,38.0,121.0,,4.36,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2022
Derion Kendrick,CB,Georgia,6,212,https://www.sports-reference.com/cfb/players/derion-kendrick-1.html,72,194,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2022
D'Eriq King,QB,Miami,0,0,https://www.sports-reference.com/cfb/players/deriq-king-1.html,69,196,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2022
Darian Kinnard,OG,Kentucky,5,145,https://www.sports-reference.com/cfb/players/darian-kinnard-1.html,77,322,5.31,,25.0,99.0,8.11,4.96,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2022
Zonovan Knight,RB,North Carolina St.,0,0,https://www.sports-reference.com/cfb/players/zonovan-knight-1.html,71,209,4.58,,31.0,114.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2022
Charlie Kolar,TE,Iowa St.,4,128,https://www.sports-reference.com/cfb/players/charlie-kolar-1.html,79,252,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2022
Quentin Lake,S,UCLA,6,211,https://www.sports-reference.com/cfb/players/quentin-lake-1.html,73,201,4.59,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2022
Nate Landman,LB,Colorado,0,0,https://www.sports-reference.com/cfb/players/nate-landman-1.html,75,238,4.86,,36.5,119.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2022
DeMarvin Leal,DT,Texas A&M,3,84,https://www.sports-reference.com/cfb/players/demarvin-leal-1.html,76,283,5.0,,27.5,106.0,,4.49,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2022
Isaiah Likely,TE,Coastal Carolina,4,139,https://www.sports-reference.com/cfb/players/isaiah-likely-1.html,77,245,,,36.0,,,4.57,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2022
Tyler Linderbaum,C,Iowa,1,25,https://www.sports-reference.com/cfb/players/tyler-linderbaum-1.html,74,296,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2022
Alec Lindstrom,C,Boston Col.,0,0,https://www.sports-reference.com/cfb/players/alec-lindstrom-1.html,75,296,5.18,25.0,29.0,111.0,7.5,4.66,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2022
Devin Lloyd,LB,Utah,1,27,https://www.sports-reference.com/cfb/players/devin-lloyd-1.html,75,237,4.66,25.0,35.0,126.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2022
Drake London,WR,USC,1,8,https://www.sports-reference.com/cfb/players/drake-london-1.html,76,219,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2022
Vederian Lowe,OT,Illinois,6,184,https://www.sports-reference.com/cfb/players/vederian-lowe-1.html,77,314,5.22,,25.5,99.0,7.83,4.71,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2022
Abraham Lucas,OT,Washington St.,3,72,https://www.sports-reference.com/cfb/players/abraham-lucas-1.html,78,315,4.92,24.0,27.0,107.0,7.25,4.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2022
Chase Lucas,CB,Arizona St.,7,237,https://www.sports-reference.com/cfb/players/chase-lucas-1.html,71,180,4.48,,39.0,128.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2022
Jesse Luketa,LB,Penn St.,7,256,https://www.sports-reference.com/cfb/players/jesse-luketa-1.html,75,253,4.89,,37.5,114.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2022
Boye Mafe,EDGE,Minnesota,2,40,https://www.sports-reference.com/cfb/players/boye-mafe-1.html,76,261,4.53,,38.0,125.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2022
DeAngelo Malone,EDGE,Western Kentucky,3,82,https://www.sports-reference.com/cfb/players/deangelo-malone-1.html,75,243,,23.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2022
Damarri Mathis,CB,Pittsburgh,4,115,https://www.sports-reference.com/cfb/players/damarri-mathis-1.html,71,196,4.39,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2022
Phidarian Mathis,DT,Alabama,2,47,https://www.sports-reference.com/cfb/players/phidarian-mathis-1.html,76,310,,,23.5,109.0,,4.91,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2022
Cade Mays,OG,Tennessee,6,199,https://www.sports-reference.com/cfb/players/cade-mays-1.html,77,311,5.24,,26.0,102.0,7.57,4.71,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2022
Trey McBride,TE,Colorado St.,2,55,https://www.sports-reference.com/cfb/players/trey-mcbride-1.html,76,246,,18.0,33.0,117.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2022
Marquan McCall,DT,Kentucky,0,0,https://www.sports-reference.com/cfb/players/marquan-mccall-1.html,75,342,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2022
Zakoby McClain,LB,Auburn,0,0,https://www.sports-reference.com/cfb/players/zakoby-mcclain-1.html,71,228,4.69,,33.0,117.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2022
Sincere McCormick,RB,Texas-San Antonio,0,0,https://www.sports-reference.com/cfb/players/sincere-mccormick-1.html,69,205,4.6,,33.5,116.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2022
Roger McCreary,CB,Auburn,2,35,https://www.sports-reference.com/cfb/players/roger-mccreary-1.html,71,190,4.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2022
Trent McDuffie,CB,Washington,1,21,https://www.sports-reference.com/cfb/players/trent-mcduffie-1.html,71,193,4.44,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2022
Micah McFadden,LB,Indiana,5,146,https://www.sports-reference.com/cfb/players/micah-mcfadden-1.html,73,240,,21.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2022
Marcus McKethan,OG,North Carolina,5,173,https://www.sports-reference.com/cfb/players/marcus-mckethan-1.html,79,340,5.31,27.0,27.5,110.0,7.81,4.99,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2022
Bo Melton,WR,Rutgers,7,229,https://www.sports-reference.com/cfb/players/bo-melton-1.html,71,189,4.34,,38.0,121.0,6.98,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2022
John Metchie,WR,Alabama,2,44,https://www.sports-reference.com/cfb/players/john-metchie-1.html,71,187,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2022
James Mitchell,TE,Virginia Tech,5,177,https://www.sports-reference.com/cfb/players/james-mitchell-2.html,76,249,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2022
Smoke Monday,S,Auburn,0,0,https://www.sports-reference.com/cfb/players/smoke-monday-1.html,74,207,4.52,,,124.0,7.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2022
Jeremiah Moon,LB,Florida,0,0,https://www.sports-reference.com/cfb/players/jeremiah-moon-1.html,77,249,4.76,,40.5,133.0,7.09,4.55,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2022
Skyy Moore,WR,Western Michigan,2,54,https://www.sports-reference.com/cfb/players/skyy-moore-1.html,70,195,4.41,,34.5,125.0,7.13,4.32,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2022
Chad Muma,LB,Wyoming,3,70,https://www.sports-reference.com/cfb/players/chad-muma-1.html,75,239,4.63,27.0,40.0,129.0,7.06,4.28,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2022
Thayer Munford,OT,Ohio St.,7,238,https://www.sports-reference.com/cfb/players/thayer-munford-1.html,78,328,5.39,,22.0,104.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2022
Jalen Nailor,WR,Michigan St.,6,191,https://www.sports-reference.com/cfb/players/jalen-nailor-1.html,71,186,4.5,,38.0,128.0,7.03,4.28,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2022
Evan Neal,OT,Alabama,1,7,https://www.sports-reference.com/cfb/players/evan-neal-1.html,80,337,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2022
Leon O'Neal,S,Texas A&M,0,0,https://www.sports-reference.com/cfb/players/leon-oneal-jr-1.html,73,204,,15.0,35.0,125.0,6.89,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2022
Otito Ogbonnia,DT,UCLA,5,160,https://www.sports-reference.com/cfb/players/otito-ogbonnia-1.html,76,324,,29.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2022
David Ojabo,EDGE,Michigan,2,45,https://www.sports-reference.com/cfb/players/david-ojabo-1.html,76,250,4.55,,35.0,122.0,,4.45,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2022
Chigoziem Okonkwo,TE,Maryland,4,143,https://www.sports-reference.com/cfb/players/chigoziem-okonkwo-1.html,75,238,4.52,,35.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2022
Chris Olave,WR,Ohio St.,1,11,https://www.sports-reference.com/cfb/players/chris-olave-1.html,72,187,4.39,,32.0,124.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2022
Esezi Otomewo,DE,Minnesota,5,165,https://www.sports-reference.com/cfb/players/esezi-otomewo-1.html,77,282,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2022
Cade Otton,TE,Washington,4,106,https://www.sports-reference.com/cfb/players/cade-otton-1.html,77,247,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2022
Isiah Pacheco,RB,Rutgers,7,251,https://www.sports-reference.com/cfb/players/isaih-pacheco-1.html,70,216,4.37,,33.0,118.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2022
Dylan Parham,OG,Memphis,3,90,https://www.sports-reference.com/cfb/players/dylan-parham-2.html,75,311,4.93,,26.5,108.0,7.78,4.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2022
Joshua Paschal,DE,Kentucky,2,46,https://www.sports-reference.com/cfb/players/joshua-paschal-1.html,75,268,4.77,,37.5,123.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2022
Chris Paul,OG,Tulsa,7,230,https://www.sports-reference.com/cfb/players/chris-paul-3.html,76,323,4.89,,27.0,109.0,7.74,4.83,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2022
Jayden Peevy,DT,Texas A&M,0,0,https://www.sports-reference.com/cfb/players/jayden-peevy-1.html,77,308,5.3,,27.0,100.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2022
Nicholas Petit-Frere,OT,Ohio St.,3,69,https://www.sports-reference.com/cfb/players/nicholas-petit-frere-1.html,77,316,5.14,,24.5,103.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2022
Kyle Philips,WR,UCLA,5,163,https://www.sports-reference.com/cfb/players/kyle-philips-4.html,71,189,4.58,,33.5,124.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2022
George Pickens,WR,Georgia,2,52,https://www.sports-reference.com/cfb/players/george-pickens-1.html,75,195,4.47,,33.0,125.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2022
Kenny Pickett,QB,Pittsburgh,1,20,https://www.sports-reference.com/cfb/players/kenny-pickett-1.html,75,217,4.73,,33.5,121.0,,4.29,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2022
Alec Pierce,WR,Cincinnati,2,53,https://www.sports-reference.com/cfb/players/alec-pierce-2.html,75,211,4.41,,40.5,129.0,7.13,4.28,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2022
Dameon Pierce,RB,Florida,4,107,https://www.sports-reference.com/cfb/players/dameon-pierce-1.html,70,218,4.59,21.0,34.5,119.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2022
Jalen Pitre,S,Baylor,2,37,https://www.sports-reference.com/cfb/players/jalen-pitre-1.html,71,198,,16.0,35.0,,6.74,4.18,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2022
Makai Polk,WR,Mississippi St.,0,0,https://www.sports-reference.com/cfb/players/makai-polk-1.html,75,195,4.59,,31.0,119.0,,4.36,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2022
D'vonte Price,RB,Florida International,0,0,https://www.sports-reference.com/cfb/players/dvonte-price-1.html,73,210,4.38,,34.0,119.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2022
Brock Purdy,QB,Iowa St.,7,262,https://www.sports-reference.com/cfb/players/brock-purdy-1.html,73,212,4.84,,27.0,,7.21,4.45,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2022
Teagan Quitoriano,TE,Oregon St.,5,170,https://www.sports-reference.com/cfb/players/teagan-quitoriano-1.html,78,258,,22.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2022
