Name,Position,College,Round,Pick,Stat URL,Height,Weight,40 Yard Dash,Bench Press,Vertical Jump,Broad Jump,3 Cone Drill,Shuttle,conf_abbr,games,seasons,tackles_solo,tackles_assists,tackles_total,tackles_loss,sacks,def_int,def_int_yds,def_int_td,pass_defended,fumbles_rec,fumbles_rec_yds,fumbles_rec_td,fumbles_forced,pass_cmp,pass_att,pass_cmp_pct,pass_yds,pass_td,pass_int,pass_rating,rec,rec_yds,rec_yds_per_rec,rec_td,rush_att,rush_yds,rush_yds_per_att,rush_td,scrim_att,scrim_yds,scrim_yds_per_att,scrim_td,punt_ret,punt_ret_yds,punt_ret_yds_per_ret,punt_ret_td,kick_ret,kick_ret_yds,kick_ret_yds_per_ret,kick_ret_tdxpm,xpa,xp_pct,fgm,fga,fg_pct,kick_points,punt,punt_yds,punt_yds_per_punt,Year
Jon Dietzen,OL,Wisconsin,0,0,https://www.sports-reference.com/cfb/players/jon-dietzen-1.html,76.0,312.0,5.32,19.0,27.0,106.0,7.64,4.85,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2021
Victor Dimukeje,DE,Duke,6,210,https://www.sports-reference.com/cfb/players/victor-dimukeje-1.html,73.0,262.0,4.87,28.0,34.5,115.0,7.25,4.35,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2021
Brett DioGuardi,LS,Florida,0,0,https://www.sports-reference.com/cfb/players/brett-dioguardi-1.html,75.0,234.0,5.48,,24.5,98.0,7.88,4.95,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2021
Gerrid Doaks,RB,Cincinnati,0,0,https://www.sports-reference.com/cfb/players/gerrid-doaks-1.html,71.0,228.0,4.58,19.0,39.5,120.0,7.2,4.27,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2021
Max Duffy,P,Kentucky,0,0,https://www.sports-reference.com/cfb/players/max-duffy-1.html,72.0,196.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2021
DeVontres Dukes,WR,South Florida,0,0,https://www.sports-reference.com/cfb/players/devontres-dukes-1.html,75.0,216.0,4.81,16.0,33.0,122.0,7.07,4.41,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2021
Keith Duncan,K,Iowa,0,0,https://www.sports-reference.com/cfb/players/keith-duncan-1.html,,176.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2021
Isaiah Dunn,DB,Oregon St.,0,0,https://www.sports-reference.com/cfb/players/isaiah-dunn-1.html,71.0,189.0,4.39,13.0,35.5,127.0,6.93,4.21,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2021
Wes Dvorak,DB,Iowa,0,0,https://www.sports-reference.com/cfb/players/wes-dvorak-1.html,71.0,198.0,4.52,,41.5,132.0,6.94,4.33,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2021
Brennan Eagles,WR,Texas,0,0,https://www.sports-reference.com/cfb/players/brennan-eagles-1.html,75.0,225.0,4.55,,36.5,125.0,6.93,4.42,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2021
Adrian Ealy,OL,Oklahoma,0,0,https://www.sports-reference.com/cfb/players/adrian-ealy-1.html,78.0,321.0,5.42,18.0,24.5,104.0,8.82,4.87,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2021
Brandin Echols,DB,Kentucky,0,0,https://www.sports-reference.com/cfb/players/brandin-echols-1.html,70.0,179.0,4.34,13.0,42.5,136.0,6.84,4.12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2021
Sam Ehlinger,QB,Texas,6,218,https://www.sports-reference.com/cfb/players/sam-ehlinger-1.html,73.0,220.0,4.84,,36.5,114.0,7.15,4.44,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2021
Liam Eichenberg,OL,Notre Dame,2,42,https://www.sports-reference.com/cfb/players/liam-eichenberg-1.html,78.0,306.0,,33.0,26.5,105.0,7.53,4.58,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2021
Milo Eifler,LB,Illinois,0,0,https://www.sports-reference.com/cfb/players/milo-eifler-1.html,74.0,228.0,4.58,14.0,37.5,126.0,7.15,4.35,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2021
D'Wayne Eskridge,WR,West. Michigan,2,56,https://www.sports-reference.com/cfb/players/dwayne-eskridge-1.html,68.0,190.0,4.38,,35.0,124.0,6.93,4.22,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2021
Dorian Etheridge,LB,Louisville,0,0,https://www.sports-reference.com/cfb/players/dorian-etheridge-1.html,73.0,233.0,4.87,,35.0,121.0,7.25,4.47,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2021
Travis Etienne,RB,Clemson,1,25,https://www.sports-reference.com/cfb/players/travis-etienne-1.html,70.0,215.0,4.45,18.0,33.5,128.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2021
Chris Evans,RB,Michigan,6,202,https://www.sports-reference.com/cfb/players/chris-evans-2.html,71.0,211.0,4.5,20.0,40.5,127.0,6.83,4.12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2021
Dillon Faamatau,DL,Oklahoma,0,0,https://www.sports-reference.com/cfb/players/dillon-faamatau-1.html,75.0,280.0,5.35,22.0,24.5,100.0,8.58,5.15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2021
Austin Faoliu,DT,Oregon,0,0,https://www.sports-reference.com/cfb/players/austin-faoliu-1.html,75.0,287.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2021
Matt Farniok,OL,Nebraska,0,0,https://www.sports-reference.com/cfb/players/matt-farniok-1.html,77.0,311.0,5.2,28.0,33.0,105.0,7.14,4.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2021
Luke Farrell,TE,Ohio St.,5,145,https://www.sports-reference.com/cfb/players/luke-farrell-1.html,77.0,251.0,4.79,22.0,36.5,118.0,7.14,4.36,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2021
Simi Fehoko,WR,Stanford,5,179,https://www.sports-reference.com/cfb/players/simi-fehoko-1.html,75.0,222.0,4.44,16.0,34.5,120.0,6.78,4.26,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2021
Demetric Felton,RB,UCLA,6,211,https://www.sports-reference.com/cfb/players/demetric-felton-1.html,68.0,189.0,4.55,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2021
Parker Ferguson,OT,Air Force,0,0,https://www.sports-reference.com/cfb/players/parker-ferguson-1.html,75.0,306.0,5.19,24.0,31.0,105.0,7.75,4.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2021
Justin Fields,QB,Ohio St.,1,11,https://www.sports-reference.com/cfb/players/justin-fields-2.html,74.0,227.0,4.45,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2021
Tony Fields,LB,West Virginia,5,153,https://www.sports-reference.com/cfb/players/tony-fields-ii-1.html,72.0,222.0,4.64,17.0,34.0,114.0,7.15,4.48,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2021
Paddy Fisher,LB,Northwestern,0,0,https://www.sports-reference.com/cfb/players/paddy-fisher-1.html,75.0,240.0,4.91,20.0,31.5,110.0,7.0,4.47,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2021
Dez Fitzpatrick,WR,Louisville,4,109,https://www.sports-reference.com/cfb/players/dez-fitzpatrick-1.html,73.0,208.0,4.43,,35.0,,7.09,4.26,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2021
Thomas Fletcher,LS,Alabama,0,0,https://www.sports-reference.com/cfb/players/thomas-fletcher-1.html,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2021
Paris Ford,DB,Pittsburgh,0,0,https://www.sports-reference.com/cfb/players/paris-ford-1.html,72.0,197.0,4.85,,28.5,110.0,7.44,4.45,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2021
Darrick Forrest,S,Cincinnati,5,163,https://www.sports-reference.com/cfb/players/darrick-forrest-1.html,71.0,206.0,4.42,21.0,39.0,132.0,6.91,4.23,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2021
Miller Forristall,TE,Alabama,0,0,https://www.sports-reference.com/cfb/players/miller-forristall-1.html,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2021
Stone Forsythe,OL,Florida,6,208,https://www.sports-reference.com/cfb/players/stone-forsythe-1.html,80.0,307.0,5.14,25.0,27.5,103.0,7.47,4.65,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2021
Feleipe Franks,QB,Arkansas,0,0,https://www.sports-reference.com/cfb/players/feleipe-franks-1.html,78.0,234.0,4.61,,32.5,117.0,7.16,4.22,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2021
Pat Freiermuth,TE,Penn St.,2,55,https://www.sports-reference.com/cfb/players/pat-freiermuth-1.html,77.0,251.0,,26.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2021
Will Fries,OL,Penn St.,7,248,https://www.sports-reference.com/cfb/players/will-fries-1.html,78.0,309.0,5.37,24.0,31.0,115.0,7.77,4.53,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2021
Jake Funk,RB,Maryland,7,233,https://www.sports-reference.com/cfb/players/jake-funk-1.html,70.0,204.0,4.49,22.0,38.0,122.0,6.71,4.12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2021
Kenneth Gainwell,RB,Memphis,5,150,https://www.sports-reference.com/cfb/players/kenny-gainwell-1.html,,201.0,4.42,21.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2021
Bailey Gaither,WR,San Jose St.,0,0,https://www.sports-reference.com/cfb/players/bailey-gaither-1.html,72.0,188.0,4.45,9.0,31.0,121.0,7.07,4.39,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2021
Blake Gallagher,LB,Northwestern,0,0,https://www.sports-reference.com/cfb/players/blake-gallagher-1.html,71.0,228.0,4.83,27.0,31.5,107.0,7.23,4.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2021
Mark Gilbert,CB,Duke,0,0,https://www.sports-reference.com/cfb/players/mark-gilbert-1.html,72.0,186.0,4.47,13.0,36.0,130.0,7.05,4.37,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2021
Tyree Gillespie,S,Missouri,4,143,https://www.sports-reference.com/cfb/players/tyree-gillespie-1.html,,,4.38,15.0,,,7.06,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2021
Chauncey Golston,DL,Iowa,3,84,https://www.sports-reference.com/cfb/players/chauncey-golston-1.html,76.0,269.0,4.79,,36.0,119.0,7.52,4.65,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2021
Tay Gowan,DB,Central Florida,6,223,https://www.sports-reference.com/cfb/players/tay-gowan-1.html,72.0,186.0,4.44,13.0,35.5,118.0,6.88,4.25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2021
Ta'Quon Graham,DL,Texas,5,148,https://www.sports-reference.com/cfb/players/taquon-graham-1.html,75.0,292.0,4.89,32.0,32.5,113.0,7.31,4.68,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2021
Richie Grant,DB,Central Florida,2,40,https://www.sports-reference.com/cfb/players/richie-grant-1.html,71.0,197.0,4.49,12.0,34.5,129.0,6.78,4.27,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2021
Noah Gray,TE,Duke,5,162,https://www.sports-reference.com/cfb/players/noah-gray-1.html,75.0,240.0,4.55,15.0,35.0,115.0,6.83,4.37,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2021
Kendrick Green,OL,Illinois,3,87,https://www.sports-reference.com/cfb/players/kendrick-green-1.html,73.0,305.0,4.89,25.0,35.5,119.0,7.79,4.67,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2021
Trevon Grimes,WR,Florida,0,0,https://www.sports-reference.com/cfb/players/trevon-grimes-1.html,76.0,220.0,4.49,15.0,35.0,118.0,6.98,4.28,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2021
Garrett Groshek,RB,Wisconsin,0,0,https://www.sports-reference.com/cfb/players/garrett-groshek-1.html,71.0,217.0,4.64,17.0,33.5,115.0,7.08,4.32,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2021
Robert Hainsey,OL,Notre Dame,3,95,https://www.sports-reference.com/cfb/players/robert-hainsey-1.html,76.0,306.0,5.2,32.0,27.5,104.0,7.58,4.63,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2021
Darren Hall,CB,San Diego St.,4,108,https://www.sports-reference.com/cfb/players/darren-hall-1.html,71.0,188.0,4.47,16.0,38.5,132.0,7.07,4.28,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2021
Damar Hamlin,DB,Pittsburgh,6,212,https://www.sports-reference.com/cfb/players/damar-hamlin-1.html,72.0,200.0,4.6,18.0,35.0,118.0,6.93,4.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2021
Mike Hampton,DB,South Florida,0,0,https://www.sports-reference.com/cfb/players/mike-hampton-2.html,71.0,186.0,,22.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2021
Noah Hannon,OL,Appalachian St.,0,0,https://www.sports-reference.com/cfb/players/noah-hannon-1.html,72.0,238.0,5.15,15.0,29.5,108.0,7.37,4.68,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2021
Adrian Hardy,WR,Louisiana Tech,0,0,https://www.sports-reference.com/cfb/players/adrian-hardy-1.html,73.0,205.0,4.61,12.0,37.5,124.0,6.96,4.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2021
Bryce Hargrove,OL,Pittsburgh,0,0,https://www.sports-reference.com/cfb/players/bryce-hargrove-1.html,75.0,310.0,5.46,26.0,27.0,97.0,8.06,5.03,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2021
Darius Harper,OL,Cincinnati,0,0,https://www.sports-reference.com/cfb/players/darius-harper-2.html,78.0,300.0,5.05,16.0,30.5,105.0,7.7,4.54,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2021
Scooter Harrington,TE,Stanford,0,0,https://www.sports-reference.com/cfb/players/scooter-harrington-1.html,76.0,250.0,5.19,,29.0,105.0,7.2,4.53,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2021
Jacob Harris,WR,Central Florida,0,0,https://www.sports-reference.com/cfb/players/jacob-harris-2.html,77.0,219.0,4.39,15.0,40.5,133.0,6.54,4.31,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2021
Jaylen Harris,WR,Ohio St.,0,0,https://www.sports-reference.com/cfb/players/jaylen-harris-2.html,68.0,170.0,4.77,8.0,30.5,109.0,7.37,4.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2021
Pressley Harvin,P,Georgia Tech,0,0,https://www.sports-reference.com/cfb/players/pressley-harvin-iii-1.html,71.0,263.0,,14.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2021
Blake Haubeil,K,Ohio St.,0,0,https://www.sports-reference.com/cfb/players/blake-haubeil-1.html,75.0,233.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2021
Jake Hausmann,TE,Ohio St.,0,0,https://www.sports-reference.com/cfb/players/jake-hausmann-1.html,76.0,242.0,4.98,16.0,29.5,112.0,7.65,4.44,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2021
Javian Hawkins,RB,Louisville,0,0,https://www.sports-reference.com/cfb/players/javian-hawkins-1.html,68.0,183.0,4.46,,36.0,116.0,6.98,4.23,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2021
Daelin Hayes,DL,Notre Dame,5,171,https://www.sports-reference.com/cfb/players/daelin-hayes-1.html,75.0,253.0,4.71,26.0,32.5,119.0,7.17,4.29,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2021
Damon Hazelton,WR,Missouri,0,0,https://www.sports-reference.com/cfb/players/damon-hazelton-jr-1.html,,,4.6,,37.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2021
Jack Heflin,DL,Iowa,0,0,https://www.sports-reference.com/cfb/players/jack-heflin-1.html,,304.0,5.3,,29.0,104.0,7.61,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2021
Brett Heggie,OL,Florida,0,0,https://www.sports-reference.com/cfb/players/brett-heggie-1.html,76.0,310.0,5.5,21.0,26.0,105.0,7.66,4.69,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2021
Justin Henderson,RB,Louisiana Tech,0,0,https://www.sports-reference.com/cfb/players/justin-henderson-2.html,67.0,220.0,4.65,26.0,32.0,118.0,7.22,4.59,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2021
Khalil Herbert,RB,Virginia Tech,6,217,https://www.sports-reference.com/cfb/players/khalil-herbert-1.html,68.0,210.0,4.46,22.0,33.0,115.0,6.96,4.31,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2021
Grant Hermanns,OL,Purdue,0,0,https://www.sports-reference.com/cfb/players/grant-hermanns-1.html,79.0,300.0,,29.0,27.0,107.0,7.76,4.81,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2021
Malik Herring,DL,Georgia,0,0,https://www.sports-reference.com/cfb/players/malik-herring-1.html,75.0,283.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2021
Kylin Hill,RB,Mississippi St.,7,256,https://www.sports-reference.com/cfb/players/kylin-hill-1.html,70.0,214.0,4.51,22.0,36.0,122.0,7.13,4.35,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2021
Trey Hill,OL,Georgia,6,190,https://www.sports-reference.com/cfb/players/trey-hill-1.html,75.0,319.0,5.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2021
Justin Hilliard,LB,Ohio St.,0,0,https://www.sports-reference.com/cfb/players/justin-hilliard-1.html,72.0,229.0,4.81,27.0,34.5,114.0,7.2,4.34,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2021
Nate Hobbs,DB,Illinois,0,0,https://www.sports-reference.com/cfb/players/nate-hobbs-1.html,71.0,196.0,4.48,17.0,40.5,135.0,6.85,4.17,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2021
Darius Hodge,DL,Marshall,0,0,https://www.sports-reference.com/cfb/players/darius-hodge-1.html,72.0,248.0,4.73,26.0,38.5,127.0,7.16,4.67,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2021
Jevon Holland,S,Oregon,2,36,https://www.sports-reference.com/cfb/players/jevon-holland-1.html,72.0,207.0,4.48,19.0,35.5,126.0,,4.14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2021
Jaycee Horn,DB,South Carolina,1,8,https://www.sports-reference.com/cfb/players/jaycee-horn-1.html,72.0,205.0,4.39,19.0,41.5,133.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2021
Phil Hoskins,DT,Kentucky,0,0,https://www.sports-reference.com/cfb/players/phil-hoskins-1.html,76.0,313.0,5.23,20.0,30.5,103.0,7.87,4.85,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2021
Chuba Hubbard,RB,Oklahoma St.,4,126,https://www.sports-reference.com/cfb/players/chuba-hubbard-1.html,72.0,210.0,4.48,20.0,36.0,120.0,7.24,4.26,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2021
Wyatt Hubert,DE,Kansas St.,7,235,https://www.sports-reference.com/cfb/players/wyatt-hubert-1.html,74.0,258.0,4.93,,32.5,110.0,7.03,4.28,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2021
James Hudson,OL,Cincinnati,4,110,https://www.sports-reference.com/cfb/players/james-hudson-1.html,76.0,313.0,5.27,22.0,28.5,98.0,8.05,4.79,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2021
Talanoa Hufanga,S,USC,5,180,https://www.sports-reference.com/cfb/players/talanoa-hufanga-1.html,,,4.65,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2021
Justin Hughes,LB,Kansas St.,0,0,https://www.sports-reference.com/cfb/players/justin-hughes-2.html,72.0,227.0,5.02,24.0,28.5,104.0,7.37,4.84,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2021
Creed Humphrey,OL,Oklahoma,2,63,https://www.sports-reference.com/cfb/players/creed-humphrey-1.html,76.0,302.0,5.11,29.0,33.0,112.0,7.5,4.49,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2021
Sadarius Hutcherson,OL,South Carolina,0,0,https://www.sports-reference.com/cfb/players/sadarius-hutcherson-1.html,,321.0,4.95,36.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2021
Josh Imatorbhebhe,WR,Illinois,0,0,https://www.sports-reference.com/cfb/players/josh-imatorbhebhe-1.html,72.0,218.0,4.53,24.0,46.5,134.0,7.1,4.38,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2021
Alaric Jackson,OL,Iowa,0,0,https://www.sports-reference.com/cfb/players/alaric-jackson-1.html,78.0,321.0,5.2,,25.0,103.0,7.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2021
Deon Jackson,RB,Duke,0,0,https://www.sports-reference.com/cfb/players/deon-jackson-1.html,71.0,218.0,4.41,18.0,36.0,123.0,7.15,4.37,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2021
Drake Jackson,C,Kentucky,0,0,https://www.sports-reference.com/cfb/players/drake-jackson-1.html,73.0,293.0,,,31.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2021
Tarron Jackson,DE,Coastal Carolina,6,191,https://www.sports-reference.com/cfb/players/tarron-jackson-1.html,74.0,254.0,4.68,25.0,29.0,118.0,7.45,4.51,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2021
Warren Jackson,WR,Colorado St.,0,0,https://www.sports-reference.com/cfb/players/warren-jackson-2.html,78.0,219.0,4.68,,33.5,123.0,7.81,4.53,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2021
Jerry Jacobs,DB,Arkansas,0,0,https://www.sports-reference.com/cfb/players/jerry-jacobs-1.html,70.0,208.0,4.53,20.0,34.5,120.0,6.95,4.33,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2021
Brenden Jaimes,OL,Nebraska,5,159,https://www.sports-reference.com/cfb/players/brenden-jaimes-1.html,77.0,298.0,,25.0,30.5,112.0,7.5,4.51,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2021
Shemar Jean-Charles,DB,Appalachian St.,0,0,https://www.sports-reference.com/cfb/players/shemar-jean-charles-1.html,70.0,184.0,4.47,19.0,35.0,124.0,7.19,4.27,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2021
Jermar Jefferson,RB,Oregon St.,7,257,https://www.sports-reference.com/cfb/players/jermar-jefferson-1.html,70.0,206.0,4.57,13.0,31.0,115.0,7.38,4.38,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2021
