Name,Position,College,Round,Pick,Stat URL,Height,Weight,40 Yard Dash,Bench Press,Vertical Jump,Broad Jump,3 Cone Drill,Shuttle,conf_abbr,games,seasons,tackles_solo,tackles_assists,tackles_total,tackles_loss,sacks,def_int,def_int_yds,def_int_td,pass_defended,fumbles_rec,fumbles_rec_yds,fumbles_rec_td,fumbles_forced,pass_cmp,pass_att,pass_cmp_pct,pass_yds,pass_td,pass_int,pass_rating,rec,rec_yds,rec_yds_per_rec,rec_td,rush_att,rush_yds,rush_yds_per_att,rush_td,scrim_att,scrim_yds,scrim_yds_per_att,scrim_td,punt_ret,punt_ret_yds,punt_ret_yds_per_ret,punt_ret_td,kick_ret,kick_ret_yds,kick_ret_yds_per_ret,kick_ret_tdxpm,xpa,xp_pct,fgm,fga,fg_pct,kick_points,punt,punt_yds,punt_yds_per_punt,Year
Tarell Basham,DE,Ohio,3,80,https://www.sports-reference.com/cfb/players/tarell-basham-1.html,76,269,4.7,15.0,31.5,119.0,7.27,4.35,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2017
C.J. Beathard,QB,Iowa,3,104,https://www.sports-reference.com/cfb/players/cj-beathard-1.html,74,219,,,31.0,113.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2017
Kendell Beckwith,ILB,LSU,3,107,https://www.sports-reference.com/cfb/players/kendell-beckwith-1.html,74,243,,20.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2017
Vince Biegel,OLB,Wisconsin,4,108,https://www.sports-reference.com/cfb/players/vince-biegel-1.html,75,246,4.67,21.0,33.5,118.0,6.92,4.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2017
Adam Bisnowaty,OT,Pittsburgh,6,200,https://www.sports-reference.com/cfb/players/adam-bisnowaty-1.html,78,304,5.23,23.0,29.5,96.0,8.02,4.94,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2017
Garrett Bolles,OT,Utah,1,20,https://www.sports-reference.com/cfb/players/garrett-bolles-1.html,77,297,4.95,,28.0,115.0,7.29,4.55,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2017
Ben Boulware,ILB,Clemson,0,0,https://www.sports-reference.com/cfb/players/ben-boulware-1.html,72,238,,20.0,29.5,111.0,7.02,4.43,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2017
Tashawn Bower,OLB,LSU,0,0,https://www.sports-reference.com/cfb/players/tashawn-bower-1.html,77,250,4.82,20.0,31.5,121.0,7.2,4.37,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2017
Tyus Bowser,OLB,Houston,2,47,https://www.sports-reference.com/cfb/players/tyus-bowser-1.html,75,247,4.65,21.0,37.5,127.0,6.75,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2017
Ben Braden,OG,Michigan,0,0,https://www.sports-reference.com/cfb/players/ben-braden-1.html,78,329,5.04,25.0,28.0,102.0,7.85,4.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2017
Caleb Brantley,DT,Florida,6,185,https://www.sports-reference.com/cfb/players/caleb-brantley-1.html,75,307,5.14,21.0,27.0,105.0,7.66,4.62,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2017
Blair Brown,ILB,Ohio,5,148,https://www.sports-reference.com/cfb/players/blair-brown-1.html,71,238,4.65,,37.0,124.0,6.92,4.18,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2017
Fadol Brown,DE,Mississippi,0,0,https://www.sports-reference.com/cfb/players/fadol-brown-2.html,76,273,4.94,19.0,34.0,115.0,7.24,4.44,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2017
Jayon Brown,ILB,UCLA,5,155,https://www.sports-reference.com/cfb/players/jayon-brown-1.html,72,231,4.7,17.0,31.5,120.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2017
Noah Brown,WR,Ohio State,7,239,https://www.sports-reference.com/cfb/players/noah-brown-2.html,74,222,,19.0,,,7.07,4.33,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2017
Pharaoh Brown,TE,Oregon,0,0,https://www.sports-reference.com/cfb/players/pharaoh-brown-1.html,78,255,,24.0,34.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2017
Daniel Brunskill,OT,San Diego State,0,0,https://www.sports-reference.com/cfb/players/daniel-brunskill-1.html,77,273,,17.0,28.0,106.0,7.9,4.84,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2017
Collin Buchanan,OT,Miami (OH),0,0,https://www.sports-reference.com/cfb/players/collin-buchanan-1.html,77,316,,23.0,25.0,97.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2017
Riley Bullough,ILB,Michigan State,0,0,https://www.sports-reference.com/cfb/players/riley-bullough-1.html,74,226,,20.0,31.5,116.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2017
Harrison Butker,K,Georgia Tech,7,233,https://www.sports-reference.com/cfb/players/harrison-butker-1.html,76,199,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2017
Jake Butt,TE,Michigan,5,145,https://www.sports-reference.com/cfb/players/jake-butt-1.html,77,246,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2017
K.D. Cannon,WR,Baylor,0,0,https://www.sports-reference.com/cfb/players/kd-cannon-1.html,71,182,4.41,13.0,37.0,119.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2017
Josh Carraway,DE,TCU,7,227,https://www.sports-reference.com/cfb/players/josh-carraway-1.html,75,242,4.74,25.0,29.5,120.0,7.2,4.44,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2017
Chris Carson,RB,Oklahoma State,7,249,https://www.sports-reference.com/cfb/players/chris-carson-1.html,72,218,4.58,23.0,37.0,130.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2017
Cethan Carter,TE,Nebraska,0,0,https://www.sports-reference.com/cfb/players/cethan-carter-1.html,75,241,4.68,19.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2017
Jamal Carter,S,Miami (FL),0,0,https://www.sports-reference.com/cfb/players/jamal-carter-1.html,73,218,4.64,19.0,35.0,122.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2017
Taco Charlton,DE,Michigan,1,28,https://www.sports-reference.com/cfb/players/taco-charlton-1.html,78,277,4.92,25.0,33.0,116.0,7.17,4.39,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2017
Jehu Chesson,WR,Michigan,4,139,https://www.sports-reference.com/cfb/players/jehu-chesson-1.html,75,204,4.47,10.0,35.5,132.0,6.7,4.09,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2017
Chuck Clark,S,Virginia Tech,6,186,https://www.sports-reference.com/cfb/players/chuck-clark-1.html,72,208,4.54,16.0,34.0,122.0,6.85,4.07,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2017
Jeremy Clark,CB,Michigan,6,197,https://www.sports-reference.com/cfb/players/jeremy-clark-2.html,75,220,,20.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2017
Corey Clement,RB,Wisconsin,0,0,https://www.sports-reference.com/cfb/players/corey-clement-1.html,70,220,4.68,19.0,28.5,115.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2017
Chunky Clements,DT,Illinois,0,0,https://www.sports-reference.com/cfb/players/jarrod-clements-1.html,74,301,,23.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2017
Stacy Coley,WR,Miami (FL),7,219,https://www.sports-reference.com/cfb/players/stacy-coley-1.html,73,195,4.45,10.0,34.0,122.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2017
Aviante Collins,OG,TCU,0,0,https://www.sports-reference.com/cfb/players/aviante-collins-1.html,76,295,4.81,34.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2017
Gareon Conley,CB,Ohio State,1,24,https://www.sports-reference.com/cfb/players/gareon-conley-1.html,72,195,4.44,11.0,37.0,129.0,6.68,4.18,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2017
James Conner,RB,Pittsburgh,3,105,https://www.sports-reference.com/cfb/players/james-conner-1.html,73,233,4.65,20.0,29.0,113.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2017
Dalvin Cook,RB,Florida State,2,41,https://www.sports-reference.com/cfb/players/dalvin-cook-1.html,70,210,4.49,22.0,30.5,116.0,7.27,4.53,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2017
Zach Cunningham,OLB,Vanderbilt,2,57,https://www.sports-reference.com/cfb/players/zach-cunningham-1.html,75,234,4.67,15.0,35.0,125.0,7.03,4.29,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2017
Darrell Daniels,TE,Washington,0,0,https://www.sports-reference.com/cfb/players/darrell-daniels-1.html,75,247,4.55,17.0,32.0,116.0,7.09,4.47,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2017
Amara Darboh,WR,Michigan,3,106,https://www.sports-reference.com/cfb/players/amara-darboh-1.html,74,214,4.45,17.0,36.0,124.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2017
Corey Davis,WR,West. Michigan,1,5,https://www.sports-reference.com/cfb/players/corey-davis-3.html,75,209,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2017
Jarrad Davis,ILB,Florida,1,21,https://www.sports-reference.com/cfb/players/jarrad-davis-1.html,73,238,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2017
Justin Davis,RB,USC,0,0,https://www.sports-reference.com/cfb/players/justin-davis-2.html,73,208,,21.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2017
Kevin Davis,ILB,Colorado State,0,0,https://www.sports-reference.com/cfb/players/kevin-davis-3.html,74,235,4.91,11.0,30.5,110.0,7.18,4.38,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2017
Robert Davis,WR,Georgia State,6,209,https://www.sports-reference.com/cfb/players/robert-davis-10.html,75,219,4.44,19.0,41.0,136.0,6.82,4.28,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2017
Dion Dawkins,OG,Temple,2,63,https://www.sports-reference.com/cfb/players/dion-dawkins-1.html,76,314,5.11,26.0,26.0,106.0,7.3,4.78,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2017
Matthew Dayes,RB,North Carolina State,7,252,https://www.sports-reference.com/cfb/players/matt-dayes-1.html,69,205,4.47,18.0,28.0,109.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2017
Treston DeCoud,CB,Oregon State,5,169,https://www.sports-reference.com/cfb/players/treston-decoud-1.html,74,206,4.62,11.0,31.0,116.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2017
J.J. Dielman,OT,Utah,5,176,https://www.sports-reference.com/cfb/players/jj-dielman-1.html,77,309,,27.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2017
Joshua Dobbs,QB,Tennessee,4,135,https://www.sports-reference.com/cfb/players/joshua-dobbs-1.html,75,216,4.64,,33.0,122.0,6.75,4.31,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2017
Rasul Douglas,CB,West Virginia,3,99,https://www.sports-reference.com/cfb/players/rasul-douglas-1.html,74,209,4.59,16.0,33.5,120.0,6.97,4.26,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2017
Malachi Dupre,WR,LSU,7,247,https://www.sports-reference.com/cfb/players/malachi-dupre-1.html,74,196,4.52,11.0,39.5,135.0,7.19,4.26,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2017
Travin Dural,WR,LSU,0,0,https://www.sports-reference.com/cfb/players/travin-dural-1.html,73,202,4.57,,30.5,116.0,7.29,4.55,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2017
Ken Ekanem,DE,Virginia Tech,0,0,https://www.sports-reference.com/cfb/players/ken-ekanem-1.html,75,257,4.88,,30.5,115.0,7.38,4.58,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2017
Corn Elder,CB,Miami (FL),5,152,https://www.sports-reference.com/cfb/players/corn-elder-1.html,70,183,4.55,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2017
Pat Elflein,C,Ohio State,3,70,https://www.sports-reference.com/cfb/players/pat-elfein-1.html,75,303,5.32,22.0,23.5,99.0,7.94,4.71,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2017
Jake Elliott,K,Memphis,5,153,https://www.sports-reference.com/cfb/players/jake-elliott-1.html,69,167,4.79,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2017
Brooks Ellis,ILB,Arkansas,0,0,https://www.sports-reference.com/cfb/players/brooks-ellis-1.html,74,240,4.79,18.0,29.5,115.0,6.8,4.25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2017
Jermaine Eluemunor,OG,Texas A&M,5,159,https://www.sports-reference.com/cfb/players/jermaine-eluemunor-1.html,76,332,5.22,34.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2017
Evan Engram,TE,Mississippi,1,23,https://www.sports-reference.com/cfb/players/evan-engram-1.html,75,234,4.42,19.0,36.0,125.0,6.92,4.23,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2017
Amba Etta-Tawo,WR,Syracuse,0,0,https://www.sports-reference.com/cfb/players/amba-etta-tawo-1.html,73,208,4.49,14.0,31.0,126.0,6.95,4.32,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2017
Jerod Evans,QB,Virginia Tech,0,0,https://www.sports-reference.com/cfb/players/jerod-evans-1.html,75,232,4.8,,26.5,112.0,,4.41,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2017
Justin Evans,S,Texas A&M,2,50,https://www.sports-reference.com/cfb/players/justin-evans-1.html,72,199,,14.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2017
Gerald Everett,TE,South Alabama,2,44,https://www.sports-reference.com/cfb/players/gerald-everett-1.html,75,239,4.62,22.0,37.5,126.0,6.99,4.33,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2017
Dan Feeney,OG,Indiana,3,71,https://www.sports-reference.com/cfb/players/dan-feeney-1.html,76,305,5.24,26.0,28.0,101.0,7.52,4.68,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2017
Devonte Fields,OLB,Louisville,0,0,https://www.sports-reference.com/cfb/players/devonte-fields-1.html,74,236,4.72,,34.0,124.0,7.4,4.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2017
Isaiah Ford,WR,Virginia Tech,7,237,https://www.sports-reference.com/cfb/players/isaiah-ford-1.html,73,194,4.61,14.0,35.5,127.0,6.94,4.34,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2017
Johnathan Ford,S,Auburn,6,208,https://www.sports-reference.com/cfb/players/johnathan-ford-1.html,71,205,,20.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2017
D'Onta Foreman,RB,Texas,3,89,https://www.sports-reference.com/cfb/players/donta-foreman-1.html,72,233,,18.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2017
Reuben Foster,ILB,Alabama,1,31,https://www.sports-reference.com/cfb/players/reuben-foster-1.html,72,229,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2017
Leonard Fournette,RB,LSU,1,4,https://www.sports-reference.com/cfb/players/leonard-fournette-1.html,72,240,4.51,,28.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2017
Kyle Fuller,C,Baylor,7,243,https://www.sports-reference.com/cfb/players/kyle-fuller-2.html,77,307,5.24,23.0,26.0,96.0,7.71,4.84,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2017
Wayne Gallman,RB,Clemson,4,140,https://www.sports-reference.com/cfb/players/wayne-gallman-1.html,72,215,4.6,21.0,29.5,120.0,7.17,4.28,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2017
Antonio Garcia,OT,Troy,3,85,https://www.sports-reference.com/cfb/players/antonio-garcia-1.html,78,302,5.15,24.0,31.0,108.0,7.98,4.94,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2017
Myles Garrett,DE,Texas A&M,1,1,https://www.sports-reference.com/cfb/players/myles-garrett-1.html,76,272,4.64,33.0,41.0,128.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2017
Davon Gaudchaux,DT,LSU,5,178,https://www.sports-reference.com/cfb/players/davon-gaudchaux-1.html,75,310,5.27,18.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2017
Ben Gedeon,ILB,Michigan,4,120,https://www.sports-reference.com/cfb/players/ben-gedeon-1.html,74,244,4.75,27.0,34.5,119.0,6.98,4.13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2017
Avery Gennesy,OG,Texas A&M,0,0,https://www.sports-reference.com/cfb/players/avery-gennesy-1.html,75,318,5.35,24.0,20.0,91.0,8.08,5.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2017
Nate Gerry,S,Nebraska,5,184,https://www.sports-reference.com/cfb/players/nathan-gerry-1.html,74,218,4.58,17.0,30.5,122.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2017
Shelton Gibson,WR,West Virginia,5,166,https://www.sports-reference.com/cfb/players/shelton-gibson-1.html,71,191,4.5,8.0,32.0,118.0,6.83,4.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2017
Ryan Glasgow,DT,Michigan,4,138,https://www.sports-reference.com/cfb/players/ryan-glasgow-1.html,75,302,5.13,20.0,27.5,105.0,7.55,4.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2017
Chris Godwin,WR,Penn State,3,84,https://www.sports-reference.com/cfb/players/chris-godwin-1.html,73,209,4.42,19.0,36.0,126.0,7.01,4.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2017
Kenny Golladay,WR,Northern Illinois,3,96,https://www.sports-reference.com/cfb/players/kenny-golladay-1.html,76,218,4.5,18.0,35.5,120.0,7.0,4.15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2017
Zane Gonzalez,K,Arizona State,7,224,https://www.sports-reference.com/cfb/players/zane-gonzalez-1.html,72,202,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2017
Shaquill Griffin,CB,Central Florida,3,90,https://www.sports-reference.com/cfb/players/shaquill-griffin-1.html,72,194,4.38,17.0,38.5,132.0,6.87,4.14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2017
Nate Hairston,CB,Temple,5,158,https://www.sports-reference.com/cfb/players/nathan-hairston-1.html,72,196,4.52,14.0,35.5,118.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2017
Daeshon Hall,DE,Texas A&M,3,77,https://www.sports-reference.com/cfb/players/daeshon-hall-1.html,77,266,4.76,18.0,36.0,123.0,7.03,4.38,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2017
Chad Hansen,WR,California,4,141,https://www.sports-reference.com/cfb/players/chad-hansen-1.html,74,202,4.53,11.0,35.0,119.0,6.74,4.13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2017
